代码,名称,2026-04-30,2026-05-06,2026-05-07,2026-05-08,2026-05-11,2026-05-12,2026-05-13,2026-05-14,2026-05-15,2026-05-18,2026-05-19,2026-05-20,2026-05-21,2026-05-22,2026-05-25,2026-05-26,2026-05-27,2026-05-28,2026-05-29,2026-06-01,2026-06-02,2026-06-03,2026-06-04,2026-06-05,2026-06-08,2026-06-09,2026-06-10,2026-06-11,2026-06-12
801769.SI,出版,37,37,48,37,48,37,41,24,20,20,27,20,6,6,6,3,0,0,6,17,3,3,3,3,6,13,24,10,20
801767.SI,数字媒体,35,71,78,78,78,64,64,28,42,42,50,42,21,21,21,14,21,14,14,28,21,21,14,21,30,28,21,7,14
801766.SI,影视院线,42,36,36,36,42,36,42,31,36,26,42,31,21,36,26,31,42,31,31,38,26,10,15,15,15,15,10,0,0
801765.SI,广告营销,57,78,89,89,85,71,78,35,42,46,57,32,21,21,21,17,14,14,10,21,10,7,7,3,3,7,7,3,3
801764.SI,游戏Ⅱ,57,65,76,80,76,50,57,26,26,34,42,23,23,19,19,11,11,11,3,11,3,3,3,7,3,7,7,7,0
801104.SI,软件开发,52,68,77,81,80,70,72,45,38,46,67,50,26,30,36,24,21,17,6,10,11,8,6,7,12,14,13,11,13
801103.SI,IT服务Ⅱ,37,60,66,73,72,61,66,40,41,44,61,48,23,28,29,21,10,15,4,12,10,10,7,8,7,11,13,8,7
801101.SI,计算机设备,62,69,76,80,80,69,69,54,48,48,59,46,29,33,33,26,19,16,4,7,7,7,9,11,7,7,8,7,5
801745.SI,军工电子Ⅱ,58,66,62,82,83,66,69,43,27,32,42,37,24,37,41,29,19,25,11,9,11,11,12,11,14,14,12,17,19
801744.SI,航海装备Ⅱ,80,80,70,90,90,20,70,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10
801743.SI,地面兵装Ⅱ,25,33,33,33,33,58,33,16,8,8,25,25,16,25,25,25,16,16,25,16,16,16,25,16,8,16,16,16,16
801742.SI,航空装备Ⅱ,39,50,59,79,75,63,66,46,35,31,32,36,19,26,41,19,10,10,4,6,2,2,0,0,0,0,2,2,26
801741.SI,航天装备Ⅱ,66,88,88,88,88,88,88,55,33,44,22,22,33,33,33,11,11,11,11,0,0,0,0,0,11,22,11,0,33
801078.SI,自动化设备,70,69,82,84,89,83,82,78,81,84,82,83,74,81,83,72,58,56,31,22,27,34,35,39,37,41,27,22,18
801077.SI,工程机械,75,78,85,85,92,75,82,57,60,42,42,42,50,42,39,28,14,14,7,7,10,10,14,14,25,28,17,14,21
801076.SI,轨交设备Ⅱ,53,58,64,64,61,53,56,46,33,23,30,16,10,23,10,16,3,9,9,12,12,9,12,16,9,16,16,9,19
801074.SI,专用设备,62,63,67,70,72,65,63,53,50,51,49,46,32,40,38,29,18,20,12,14,14,14,18,19,15,16,17,14,16
801072.SI,通用设备,67,72,81,83,82,77,79,68,70,68,71,65,47,54,53,43,28,33,18,15,19,17,22,27,24,29,24,22,19
801738.SI,电网设备,52,63,70,68,68,70,78,63,46,56,64,50,31,42,43,26,25,33,32,29,20,18,12,12,8,8,4,4,4
801737.SI,电池,79,84,82,75,74,62,60,41,42,36,37,48,34,45,32,34,25,26,22,20,20,19,17,15,10,19,16,14,18
801736.SI,风电设备,62,72,72,72,72,62,68,41,31,37,41,41,13,20,31,20,13,17,3,6,6,3,3,0,0,0,3,3,3
801735.SI,光伏设备,65,73,76,76,75,65,65,67,53,51,53,51,31,40,35,28,26,26,20,20,17,18,21,14,10,17,12,17,17
801733.SI,其他电源设备Ⅱ,58,79,82,72,75,72,79,72,65,68,75,68,37,55,48,44,34,44,31,31,31,34,41,37,24,30,20,23,16
801731.SI,电机Ⅱ,61,69,76,96,88,88,88,61,88,80,84,80,61,80,80,73,50,42,19,19,19,15,11,23,23,15,15,7,3
801726.SI,工程咨询服务Ⅱ,75,78,75,78,80,73,73,53,48,51,48,41,14,24,12,9,4,12,7,7,9,17,12,12,9,9,9,12,12
801724.SI,专业工程,26,39,52,52,57,39,42,31,28,34,31,31,23,21,31,18,15,15,7,10,15,7,15,7,7,10,13,15,18
801723.SI,基础建设,48,48,55,57,55,55,53,48,40,37,37,33,20,22,20,17,17,17,15,15,15,8,11,13,11,13,13,8,15
801722.SI,装修装饰Ⅱ,68,68,72,77,72,59,68,59,59,45,50,47,27,36,31,13,4,0,4,18,13,9,4,4,4,4,13,8,26
801721.SI,房屋建设Ⅱ,71,75,75,75,75,62,50,50,50,12,37,0,0,0,0,0,0,0,0,0,12,12,25,12,12,0,0,12,0
801713.SI,装修建材,67,71,71,74,77,65,65,51,45,48,51,40,37,37,28,20,17,14,14,25,22,22,22,31,28,31,31,25,31
801712.SI,玻璃玻纤,75,81,81,81,81,87,87,81,43,50,56,43,43,68,75,68,68,75,62,62,50,50,50,56,43,56,50,50,31
801711.SI,水泥,42,47,52,57,61,61,52,28,28,28,28,33,28,33,33,19,9,9,14,19,9,4,0,4,4,4,4,4,9
801231.SI,综合Ⅱ,73,80,66,60,73,60,60,46,33,26,20,13,0,6,6,0,6,6,6,20,20,20,6,13,6,13,26,20,13
801191.SI,多元金融,50,57,61,53,65,57,53,46,38,30,34,23,11,15,15,19,11,11,3,7,15,11,11,7,0,7,7,3,11
801194.SI,保险Ⅱ,40,40,60,60,100,80,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,100
801193.SI,证券Ⅱ,63,77,74,68,82,82,80,30,10,10,20,16,16,12,14,18,14,12,16,18,18,14,12,10,10,12,16,20,40
801785.SI,农商行Ⅱ,70,50,20,30,10,10,10,10,0,0,0,0,0,0,0,0,0,0,10,60,60,20,0,30,20,50,100,90,100
801784.SI,城商行Ⅱ,70,76,52,47,41,29,29,35,17,5,23,17,17,5,5,5,5,5,17,64,64,35,29,41,41,70,88,82,100
801783.SI,股份制银行Ⅱ,22,33,22,22,22,22,11,0,0,11,11,11,0,0,0,22,22,22,55,66,77,77,55,88,77,77,100,100,100
801782.SI,国有大型银行Ⅱ,33,16,16,16,16,16,0,16,33,33,33,16,33,33,33,33,33,33,50,83,83,66,66,66,100,100,100,100,100
801994.SI,教育,78,66,60,60,60,46,46,20,20,13,13,13,6,6,13,13,13,20,6,12,13,13,13,26,13,13,14,6,6
801993.SI,旅游及景区,8,0,4,12,16,4,12,12,8,8,8,8,8,12,12,16,20,16,20,33,29,20,20,20,8,12,29,20,50
801219.SI,酒店餐饮,22,11,11,11,22,0,11,11,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0
801218.SI,专业服务,63,63,66,76,76,66,70,43,40,40,43,40,26,40,33,36,30,30,16,23,26,30,30,30,23,20,26,26,26
801216.SI,体育Ⅱ,100,100,100,100,100,100,100,100,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801207.SI,旅游零售Ⅱ,50,50,0,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50
801206.SI,互联网电商,72,83,83,83,83,72,83,55,50,44,44,38,27,22,22,16,16,16,16,27,11,5,5,5,0,5,0,5,22
801204.SI,专业连锁Ⅱ,85,85,71,85,71,42,42,42,42,42,57,42,28,28,28,28,28,14,28,28,14,0,0,0,0,14,14,0,14
801203.SI,一般零售,71,66,52,67,58,42,40,32,28,25,27,15,8,8,10,10,11,8,16,37,20,11,10,15,11,10,3,5,10
801202.SI,贸易Ⅱ,41,50,41,58,58,41,41,25,16,25,25,25,8,8,16,25,8,16,16,25,16,16,25,25,15,15,30,15,30
801183.SI,房地产服务,72,72,72,72,72,63,63,54,36,27,36,18,0,0,0,0,0,0,9,18,9,9,9,9,9,9,9,9,9
801181.SI,房地产开发,68,73,73,79,79,77,70,50,42,35,45,31,18,20,28,23,15,18,19,29,23,18,14,13,15,11,12,11,15
801992.SI,航运港口,26,41,58,73,64,50,58,52,23,26,38,35,32,29,26,20,14,5,14,32,29,17,17,29,14,9,6,12,18
801991.SI,航空机场,25,25,50,58,41,16,25,16,8,8,8,0,8,0,50,41,16,16,41,33,8,0,0,8,0,16,16,8,41
801179.SI,铁路公路,57,60,54,75,66,63,66,60,48,39,54,51,42,36,45,39,36,21,39,48,45,30,21,12,12,18,24,6,12
801178.SI,物流,46,51,48,59,57,42,51,38,31,36,42,29,14,19,19,12,8,10,6,12,8,6,4,6,4,6,8,8,10
801163.SI,燃气Ⅱ,48,48,41,48,62,51,62,58,51,55,55,65,44,48,27,24,17,17,10,35,28,17,10,3,3,3,7,7,7
801161.SI,电力,59,78,88,86,88,89,94,84,59,67,83,45,31,32,48,50,54,63,77,83,75,69,71,36,15,17,12,14,17
801156.SI,医疗服务,41,47,47,49,56,47,45,29,23,21,21,19,15,19,18,14,12,10,10,7,5,5,3,3,3,1,5,4,9
801153.SI,医疗器械,51,56,57,64,68,60,60,41,31,31,36,27,17,26,21,20,16,14,10,11,9,7,7,6,3,7,6,7,12
801154.SI,医药商业,35,31,34,31,53,43,37,28,18,12,12,12,6,9,9,6,6,3,9,9,9,6,6,12,3,3,9,9,18
801152.SI,生物制品,23,31,39,45,54,47,37,23,11,15,16,13,15,15,17,11,3,3,1,7,5,3,1,5,5,7,7,5,9
801155.SI,中药Ⅱ,40,39,34,45,54,43,43,28,21,22,22,16,13,15,15,13,13,12,9,13,13,6,7,7,6,7,12,15,15
801151.SI,化学制药,38,41,40,44,53,43,43,31,27,20,23,18,16,16,10,7,6,6,7,7,6,2,4,4,4,5,6,8,14
801145.SI,文娱用品,63,72,81,81,72,59,59,54,45,31,36,18,13,18,18,9,13,9,13,13,13,4,4,4,9,0,0,0,9
801142.SI,家居用品,52,52,54,65,68,65,56,52,50,51,51,48,33,37,29,25,15,16,11,13,18,15,13,18,12,11,9,11,15
801141.SI,包装印刷,63,68,63,82,78,65,60,46,46,48,53,43,21,26,21,9,9,14,7,5,7,12,10,9,12,9,12,9,12
801143.SI,造纸,52,65,65,65,65,56,52,47,30,21,26,26,17,13,13,21,17,17,8,8,8,4,4,4,4,8,13,4,13
801133.SI,饰品,46,57,64,64,50,50,50,35,21,21,28,14,7,7,7,7,14,14,14,14,14,14,7,14,7,0,0,0,21
801132.SI,服装家纺,87,79,74,79,81,76,67,62,64,50,49,40,28,33,32,25,15,11,10,22,16,15,10,10,11,13,13,13,18
801131.SI,纺织制造,59,53,50,53,53,40,46,43,40,31,28,25,12,25,18,15,9,9,9,12,9,9,6,3,3,9,9,6,9
801129.SI,调味发酵品Ⅱ,78,78,71,71,64,35,35,28,21,28,21,21,14,14,7,7,7,0,7,21,7,0,0,0,0,7,21,35,50
801128.SI,休闲食品,77,72,68,63,54,50,59,54,50,45,54,50,40,27,27,13,22,9,22,50,31,22,13,13,13,9,22,13,22
801127.SI,饮料乳品,76,84,57,76,65,46,46,38,34,34,30,30,15,15,15,11,15,7,19,23,19,7,3,3,3,3,7,3,7
801126.SI,非白酒,56,53,46,46,46,46,25,31,18,12,12,25,12,12,12,6,6,6,31,43,31,12,0,6,6,18,25,12,25
801125.SI,白酒Ⅱ,31,31,42,52,57,21,15,42,21,21,21,26,26,15,26,21,42,26,42,40,31,21,10,5,0,0,0,0,5
801124.SI,食品加工,60,68,44,44,56,40,40,36,24,20,28,24,12,12,16,12,12,12,12,24,20,12,12,8,8,16,20,12,16
801117.SI,其他家电Ⅱ,33,33,33,66,66,66,66,33,66,66,66,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801116.SI,家电零部件Ⅱ,63,70,76,83,82,68,72,51,62,60,63,60,50,60,50,50,40,23,13,10,10,10,0,10,0,3,0,6,13
801115.SI,照明设备Ⅱ,83,83,83,75,75,58,58,41,33,41,41,41,33,41,41,41,33,41,41,41,25,33,25,25,25,25,16,16,16
801114.SI,厨卫电器,44,44,44,44,33,44,44,22,33,22,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
801113.SI,小家电,70,70,75,80,75,55,70,45,65,55,50,50,50,50,40,40,20,15,15,20,20,20,10,10,5,10,5,0,0
801112.SI,黑色家电,60,70,70,80,90,90,90,70,70,60,50,70,30,50,40,50,30,30,20,11,10,0,0,20,10,0,10,10,10
801111.SI,白色家电,70,70,80,80,80,80,80,60,70,50,60,50,30,20,20,20,20,0,20,60,70,40,30,40,20,20,30,50,50
801096.SI,商用车,53,61,61,46,46,30,30,30,15,7,15,7,7,7,7,7,7,7,0,7,15,15,7,15,15,15,7,7,30
801095.SI,乘用车,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,12
801881.SI,摩托车及其他,50,50,56,43,37,31,31,25,25,31,31,25,25,25,25,18,12,12,12,18,25,18,12,18,12,25,6,6,6
801092.SI,汽车服务,80,90,80,90,90,50,60,30,30,50,30,20,10,20,20,20,10,20,10,10,10,10,10,10,10,10,10,10,10
801093.SI,汽车零部件,51,54,66,77,72,64,65,53,57,57,58,50,41,49,41,33,25,23,11,12,10,11,11,13,14,15,12,10,12
801086.SI,电子化学品Ⅱ,85,97,97,94,97,94,94,94,97,94,97,97,82,88,88,85,76,79,38,26,26,32,44,41,29,44,58,73,58
801085.SI,消费电子,72,80,85,88,87,81,85,80,75,76,77,67,55,64,67,64,55,55,38,37,43,41,33,33,15,22,18,15,16
801082.SI,其他电子Ⅱ,72,75,78,78,84,84,87,81,84,84,84,84,57,69,81,69,57,54,36,24,27,21,30,33,18,30,27,21,21
801084.SI,光学光电子,60,70,76,76,79,73,77,72,61,67,73,68,63,73,75,70,59,63,28,32,32,38,42,44,33,41,30,22,16
801083.SI,元件,67,74,94,94,94,93,94,87,74,82,82,75,63,91,96,91,89,87,77,63,68,62,62,56,50,60,46,48,51
801081.SI,半导体,86,90,93,90,93,94,95,93,90,91,94,94,77,87,90,82,68,71,36,21,21,31,33,20,11,24,25,35,32
801056.SI,能源金属,92,92,100,100,84,69,61,30,23,7,15,15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15,30,61
801054.SI,小金属,60,96,96,92,88,73,80,50,34,26,23,23,19,30,34,38,30,34,23,30,34,42,46,26,15,30,34,50,61
801053.SI,贵金属,18,63,63,90,54,54,36,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
801055.SI,工业金属,61,71,73,66,65,61,60,48,28,21,26,25,11,28,28,46,25,26,18,21,40,43,21,16,8,13,10,13,23
801051.SI,金属新材料,74,77,80,83,84,81,87,71,68,68,56,50,37,56,68,56,46,56,28,21,28,31,34,34,31,43,37,40,43
801045.SI,特钢Ⅱ,50,50,41,58,41,41,41,33,33,25,25,25,25,25,25,16,16,16,16,8,8,8,8,8,8,16,16,16,25
801044.SI,普钢,22,31,22,34,26,13,4,0,0,0,0,0,0,0,4,0,0,0,4,8,13,13,4,0,4,0,0,0,4
801043.SI,冶钢原料,66,66,66,55,55,33,33,11,11,0,0,0,11,22,11,11,0,0,0,0,0,22,11,22,22,22,11,22,33
801039.SI,非金属材料Ⅱ,42,42,57,71,71,57,57,71,71,57,57,57,42,42,42,57,57,57,28,28,28,28,28,28,28,42,42,42,28
801038.SI,农化制品,63,65,37,41,48,27,20,15,15,15,12,10,5,8,5,10,10,8,3,6,6,8,5,5,3,3,3,10,12
801037.SI,橡胶,47,52,47,58,64,58,52,41,47,35,41,41,35,35,47,35,23,5,5,11,11,5,11,11,11,11,11,11,11
801036.SI,塑料,68,75,79,87,88,77,80,69,73,73,70,66,43,62,62,58,44,44,25,23,26,27,28,30,21,34,35,31,34
801032.SI,化学纤维,61,59,59,59,55,62,59,37,37,25,18,18,11,18,18,22,11,11,7,11,11,11,14,14,11,22,18,22,33
801034.SI,化学制品,64,67,64,68,69,60,61,53,57,54,51,50,32,45,39,33,26,25,17,19,19,19,19,21,13,15,19,23,26
801033.SI,化学原料,69,75,45,50,49,38,40,33,38,31,24,24,19,24,22,17,15,17,10,15,14,15,12,12,10,10,7,14,21
801019.SI,农业综合Ⅱ,100,50,50,50,50,50,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
801018.SI,动物保健Ⅱ,20,20,30,30,50,22,20,10,10,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,10,20
801017.SI,养殖业,72,73,52,52,65,39,26,60,34,13,21,21,4,8,8,4,8,8,8,13,8,8,8,8,13,4,4,13,21
801012.SI,农产品加工,50,54,45,63,63,42,40,27,22,22,22,22,18,13,18,18,13,9,9,22,14,9,4,0,4,4,9,9,27
801014.SI,饲料,64,64,58,41,58,17,23,23,17,23,23,17,5,17,23,23,11,17,5,11,5,5,0,0,0,0,0,5,5
801011.SI,林业Ⅱ,50,50,75,75,75,75,75,25,25,25,25,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,0
801015.SI,渔业,50,50,50,50,50,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801016.SI,种植业,65,70,50,65,65,40,40,35,20,20,20,10,10,10,5,0,0,0,0,0,0,5,0,0,0,0,0,5,20
avg,行业平均,57,61,60,64,65,54,55,41,37,35,37,32,22,26,26,22,18,18,16,21,19,17,15,16,13,15,16,16,21
